case_number,species,nez_taille_oeil,nez_longueur_museau,nez_largeur_museau,nez_epaisseur,gueule_taille_dent,gueule_ecart_machoire,aileronHaut_longueur,aileronHaut_largeur,tronc_longueur,tronc_epaisseur,tronc_largeur,aileronBas_longueur,aileronBas_largeur,queue_taille_aileron,queue_longueur,aileronArriere_longueur,aileronArriere_largeur,bas_longueur,bas_epaisseur,bas_largeur
1954.07.04.R,nurse shark,6.55,9.56,12.59,1.42,3.36,41.78,5.94,5.19,5.3,7.6,4.16,13.77,3.43,7.99,8.78,2.51,2.79,9.24,1.61,5.24
1954.01.22.a,white shark,7.85,13.15,14.76,5.63,3.54,55.41,17.52,8.57,9.95,7.05,7.86,10.28,3.62,8.73,29.03,5.22,3.44,7.54,4.65,4.45
1954.00.00.e,bull shark,2.06,6.99,10.62,4.07,3.08,43.07,11.64,9.47,4.12,1.3,6.78,6.4,8.94,15.75,18.84,1.73,3.95,4.46,1.87,4.65
1954.00.00.d,nurse shark,7.61,6.03,4.49,10.35,5.08,97.52,5.25,9.5,9.83,7.28,4.05,15.57,9.12,12.17,14.71,3.22,2.35,3.06,1.73,4.7
1954.00.00 g,bull shark,9.63,9.19,6.56,10.69,2.49,35.43,12.61,7.2,9.91,3.2,8.82,15.92,8.68,12.92,7.1,4.91,1.3,4.13,5.8,6.47
1954.00.00 f,bull shark,4.02,13.84,9.09,7.38,3.41,64.58,5.71,2.24,9.69,3.92,3.21,13.77,4.52,16.31,17.75,5.27,2.85,3.86,4.27,2.27
1953.09.03.R,sand shark,6.2,11.5,2.68,2.69,3.72,90.21,19.67,4.42,2.99,4.61,6.78,8.35,2.06,17.8,14.21,4.36,1.92,2.03,5.6,3.56
1953.09.02,hammerhead shark,7.84,6.99,14.6,14.64,2.88,74.6,10.71,6.85,2.27,3.98,9.91,7.35,2.76,17.25,8.87,1.46,1.14,5.79,3.46,6.55
1953.07.09,white shark,6.69,9.65,10.68,1.57,1.86,62.97,6.12,7.37,9.07,5.96,2.25,16.95,2.74,17.14,25.74,3.32,1.48,6.3,5.87,7.05
1953.03.00.a,tiger shark,2.22,8.49,4.94,11.2,3.26,66.99,16.21,9.75,8.41,7.73,3.93,14.0,6.01,18.41,11.82,1.18,2.37,2.39,3.18,7.22
1953.02.15,wobbegong shark,2.86,10.52,5.77,7.69,4.62,55.32,19.05,9.23,6.54,6.21,6.56,12.71,4.62,17.58,20.9,3.5,3.46,2.31,4.34,3.88
1953.02.00,wobbegong shark,9.14,14.61,3.64,2.37,4.62,65.22,10.68,7.41,2.7,3.4,6.63,8.82,3.48,9.71,18.18,3.74,1.18,4.65,3.73,6.51
1953.00.00.c,wobbegong shark,7.74,7.33,13.03,10.27,1.87,24.32,16.55,8.63,2.98,2.65,7.19,5.02,2.16,12.73,17.34,5.99,3.01,8.71,3.65,3.2
1952.12.07,white shark,9.14,12.44,10.98,8.92,4.09,66.72,10.62,2.71,9.25,5.02,9.68,6.96,3.33,18.43,13.29,4.12,3.49,6.52,4.53,7.49
1952.07.27.d,hammerhead shark,6.85,6.22,7.2,12.48,4.8,95.43,18.21,6.32,5.7,7.68,6.17,15.66,5.5,12.09,18.08,4.76,1.46,5.07,3.21,7.39
1952.07.05,tiger shark,2.84,7.2,9.36,7.82,1.9,73.42,10.91,9.4,7.45,3.78,3.94,17.84,9.51,19.07,24.25,1.47,1.46,3.61,5.66,3.07
1952.05.27,white shark,9.86,10.69,2.71,14.02,1.39,85.21,16.17,4.46,7.73,4.57,4.73,14.86,3.09,7.96,19.98,2.9,1.24,2.88,4.09,5.73
1952.05.07.R,carpet shark,2.46,9.32,5.91,1.81,3.75,36.44,19.71,5.41,9.36,7.24,6.04,19.39,4.18,17.81,16.7,1.6,2.29,7.7,5.08,7.17
1952.04.06,white shark,6.92,6.08,5.93,6.47,1.88,83.73,13.26,8.36,4.61,4.04,2.4,14.98,9.44,16.89,19.89,2.85,3.82,3.04,5.16,2.7
1952.03.30,bull shark,7.4,12.06,2.2,9.47,3.94,48.56,11.26,2.04,4.87,7.23,6.32,6.55,8.37,14.43,5.38,5.77,3.32,7.08,4.44,3.58
1951.12.16,wobbegong shark,7.81,6.24,7.06,12.99,2.09,62.47,18.69,4.55,4.73,7.69,7.97,19.65,2.95,10.9,17.95,3.19,2.21,5.71,4.6,4.19
1951.11.29,white shark,9.37,5.98,10.09,10.72,3.38,73.13,18.09,6.99,3.29,4.86,7.26,6.3,5.71,15.73,22.65,5.22,1.92,8.19,3.81,6.98
1951.11.28.a,white shark,9.13,12.83,14.22,7.67,3.15,71.41,19.34,9.53,6.74,6.8,2.49,13.11,3.63,19.1,29.83,5.44,3.95,9.27,3.55,7.38
1951.08.17.b,white shark,7.45,10.66,6.13,7.06,3.28,59.63,6.03,2.57,4.07,5.82,6.14,17.31,5.68,14.04,19.48,2.31,2.84,7.75,1.98,3.36
1951.08.17.a,white shark,5.69,6.26,4.29,10.64,3.15,35.85,9.86,2.09,5.39,3.37,7.03,9.48,6.38,18.16,29.72,2.58,3.22,4.79,5.08,7.14
1951.03.26,wobbegong shark,2.15,7.15,6.81,12.99,2.56,71.55,7.4,7.44,9.15,2.25,7.78,8.37,8.51,13.4,13.59,2.0,2.48,4.86,4.04,4.96
1950.12.31,nurse shark,7.5,7.44,2.37,13.13,1.87,71.27,11.39,3.18,9.87,1.76,8.26,11.17,9.5,10.15,23.81,1.09,2.25,4.88,2.27,5.19
1950.12.19.R,wobbegong shark,1.48,12.95,3.74,4.51,5.07,76.16,9.16,3.52,4.87,5.16,9.07,11.11,6.74,12.72,19.3,3.46,3.35,7.9,3.42,6.29
1950.11.25,white shark,5.34,11.69,8.4,10.49,3.05,94.66,19.89,3.05,8.77,5.17,2.94,10.78,5.62,8.87,26.56,3.36,1.28,5.67,4.3,2.63
1950.10.08,white shark,2.28,11.92,12.63,10.06,2.69,81.9,13.77,7.86,8.73,2.47,2.77,8.48,9.4,9.0,15.6,4.38,2.68,8.8,1.53,5.43
1950.07.27.R,white shark,5.07,13.78,11.81,6.79,2.92,30.45,13.76,5.96,2.71,1.26,8.01,11.58,2.38,8.53,23.01,4.73,3.09,5.87,3.3,6.36
1950.07.10,hammerhead shark,4.09,8.61,2.79,6.06,4.94,71.54,11.45,2.04,8.78,5.95,2.48,8.41,9.99,9.27,14.27,1.21,1.86,9.33,3.82,4.42
1950.06.25,sand shark,8.18,7.78,6.56,3.85,2.06,66.36,5.35,4.87,8.41,1.87,9.2,10.0,8.81,8.2,15.75,1.76,2.89,7.77,4.62,2.84
1950.05.01,white shark,9.4,6.83,10.58,5.54,2.64,91.41,8.86,4.45,5.99,4.2,7.46,17.79,5.77,8.37,21.68,1.52,1.64,9.05,1.38,2.03
1950.03.26,speareye shark,6.04,10.36,10.71,10.72,3.88,66.57,18.57,5.59,4.26,1.46,2.48,18.03,7.46,10.9,14.92,5.93,2.47,3.25,5.67,3.64
1950.02.18.R,carpet shark,9.2,8.72,5.33,7.61,4.55,54.67,5.7,8.12,3.52,6.93,6.99,9.65,5.5,5.97,10.13,3.83,2.71,9.65,2.98,5.02
1950.02.11,white shark,5.31,8.15,13.98,9.72,2.11,57.96,16.9,3.06,4.74,7.44,5.57,6.99,7.52,13.43,18.1,4.06,2.91,4.28,4.35,7.76
1950.00.00.m,white shark,1.78,13.73,3.76,3.28,4.71,50.5,11.84,3.85,5.51,4.19,6.99,12.96,9.45,19.49,20.04,5.46,1.15,7.7,2.78,2.34
1950.00.00.l,lemon shark,5.12,6.14,4.33,5.87,4.96,58.58,12.91,2.46,4.19,5.58,5.69,16.83,9.35,6.62,7.33,1.96,1.01,8.13,1.2,7.96
1950.00.00.k,reef shark,3.56,9.02,5.49,6.46,3.62,94.75,8.96,5.59,2.04,6.87,6.26,7.58,4.3,15.13,16.82,5.83,2.55,7.21,5.22,3.12
1950.00.00.i,tiger shark,1.74,10.32,3.19,7.86,5.05,84.6,8.68,3.7,7.26,7.47,4.58,9.98,6.63,10.09,29.84,1.16,3.35,9.51,4.3,6.49
1950.00.00.g,white shark,3.93,9.93,5.31,10.09,4.57,68.37,12.47,6.3,9.14,3.43,4.21,9.83,2.41,18.57,10.97,3.16,2.06,3.37,2.56,5.69
1949.12.00.a,grey nurse shark,7.64,12.89,6.96,2.71,4.74,74.29,10.67,3.83,8.35,7.91,9.56,15.26,4.97,8.64,7.34,2.96,1.33,4.74,4.63,6.4
1949.07.16,bonita shark,5.86,12.28,10.67,2.03,1.47,64.95,13.65,6.44,7.84,6.61,4.33,18.22,9.43,18.18,24.12,4.7,2.3,9.12,2.78,6.61
1949.05.16,whaler shark,9.42,10.47,2.88,8.03,2.17,23.61,11.56,9.8,4.8,7.94,5.82,5.88,9.54,19.44,23.4,1.92,3.56,7.21,5.36,4.2
1949.01.23,white shark,6.61,10.79,9.83,8.53,4.37,70.47,15.23,3.2,3.16,1.58,3.56,14.42,9.03,5.66,22.9,2.37,2.72,6.68,4.95,3.8
1949.00.00.g,white shark,4.29,11.76,10.0,6.93,1.56,25.67,17.54,4.55,7.16,7.68,4.5,18.73,9.18,15.07,14.85,4.4,3.29,2.44,3.61,6.95
1948.12.27,tiger shark,9.03,13.49,6.11,4.73,2.86,27.69,13.37,9.82,5.31,7.48,5.94,12.61,9.79,9.88,24.47,4.0,1.99,6.34,4.25,4.25
1948.08.00,lemon shark,4.16,5.09,7.66,6.9,2.27,37.65,7.16,7.77,4.7,5.81,5.35,8.93,9.93,8.31,19.65,3.28,2.01,4.71,3.71,3.33
1948.03.00,grey shark,6.69,7.54,10.93,4.76,4.43,94.73,13.47,2.25,8.07,3.65,9.5,12.53,4.41,11.99,13.71,3.41,3.65,6.29,3.14,4.24
1948.00.00.d,nurse shark,3.88,5.64,13.24,10.81,4.87,61.81,13.09,2.47,7.02,3.99,8.14,10.5,2.21,8.77,18.39,1.88,2.24,2.93,1.57,5.15
1947.12.21,grey nurse shark,1.93,13.17,13.08,14.6,3.69,91.75,7.13,5.92,2.66,4.6,2.12,13.06,3.2,18.5,20.18,5.74,1.57,6.61,1.13,3.54
1947.12.00,tiger shark,4.91,5.94,11.15,2.4,3.97,83.48,9.07,7.64,3.91,5.9,5.0,6.12,4.79,7.81,11.05,4.07,2.99,4.03,5.89,2.95
1947.06.16,tiger shark,8.29,8.1,7.57,2.31,3.83,28.89,7.25,2.28,2.87,3.83,2.13,6.76,9.29,16.02,29.01,1.79,3.54,8.55,3.71,4.07
1947.03.09,blacktip shark,7.39,8.32,4.7,5.29,2.15,64.13,5.82,5.28,7.69,4.74,2.19,11.58,9.95,18.65,24.91,5.81,1.05,2.52,1.13,6.56
1946.02.10.b,white shark,6.81,8.98,4.34,11.93,1.88,29.95,19.69,7.27,2.29,3.7,8.03,17.15,4.16,9.07,29.77,3.09,3.22,2.01,2.64,6.9
1945.03.06,zambesi shark,5.75,14.56,6.85,10.25,4.35,68.59,8.42,9.88,5.09,3.77,4.87,5.67,4.37,15.85,22.73,4.4,2.55,4.27,1.87,7.17
1945.00.00.a,bull shark,5.51,10.23,5.99,4.86,1.34,95.71,12.1,4.4,2.08,5.51,3.31,8.36,8.5,9.82,23.68,5.1,2.4,3.53,5.13,4.56
1944.12.02,tiger shark,5.82,5.85,12.25,12.5,2.5,84.3,10.09,2.5,2.56,4.26,9.72,17.69,5.38,13.53,23.92,4.41,1.21,3.09,1.21,7.15
1944.07.22,white shark,8.58,11.07,2.83,11.82,1.98,28.46,6.24,6.11,9.0,5.01,6.28,17.65,5.31,14.1,14.94,4.24,1.85,6.02,5.5,2.81
1944.05.31,spinner shark,9.1,12.75,14.81,14.97,4.18,75.52,13.24,9.37,7.88,7.65,3.66,8.48,3.9,7.75,18.56,3.99,3.04,4.71,5.23,3.41
1944.05.04,white shark,7.38,6.7,10.44,10.82,2.03,79.88,10.61,2.27,4.7,6.05,2.47,5.04,6.44,10.49,17.65,3.08,3.72,9.9,3.72,5.39
1944.04.00,bull shark,1.87,11.36,11.66,2.76,2.69,24.91,17.92,6.53,3.05,6.65,3.33,11.6,9.07,5.71,27.89,2.0,2.57,5.51,4.69,7.32
1943.09.23,white shark,8.97,10.3,12.46,8.66,2.77,35.18,17.6,8.32,3.81,2.06,5.59,17.64,7.63,9.3,27.3,2.02,2.31,4.02,4.67,4.55
1943.06.16,white shark,1.82,9.42,9.59,7.22,4.3,20.6,17.11,8.54,2.07,5.12,5.58,15.25,2.25,5.94,20.86,5.91,2.83,5.87,1.35,7.82
1943.05.01.R,blue shark,7.68,7.53,9.33,10.82,2.96,24.85,7.74,4.08,4.46,5.0,2.97,16.07,9.38,7.3,16.99,2.58,2.6,5.59,1.97,4.6
1942.12.26,bull shark,8.59,5.85,7.81,14.9,1.64,89.13,8.88,7.95,9.48,6.81,3.18,8.89,6.23,19.99,5.92,4.02,2.04,4.68,5.72,7.18
1942.11.01,white shark,4.8,11.74,2.43,9.83,3.19,50.73,18.23,8.29,3.28,4.5,9.15,13.12,2.79,14.51,24.26,5.08,1.31,5.81,3.55,7.36
1942.09.12.a,tiger shark,5.35,8.82,6.1,6.96,1.4,70.1,16.97,9.61,5.02,1.42,5.38,8.43,2.89,6.38,9.61,5.52,3.36,3.44,5.16,2.53
1942.09.11,tiger shark,9.78,6.55,13.04,2.42,3.19,54.2,16.47,7.17,7.08,4.6,9.44,7.09,8.04,6.33,13.26,3.91,3.84,9.12,3.32,3.94
1942.07.06,porbeagle shark,6.93,11.23,8.33,5.06,2.39,48.18,18.81,8.31,3.56,6.93,6.41,13.63,6.85,17.04,25.23,5.76,3.56,7.16,1.65,4.05
1942.01.04,bull shark,9.52,9.34,4.81,7.7,3.49,26.19,6.24,7.02,7.87,7.03,7.64,6.03,6.56,13.43,10.26,1.9,3.83,2.36,5.46,4.08
1942.00.00.c,leopard shark,8.14,14.11,9.61,6.83,1.73,34.37,10.98,3.2,6.9,6.92,4.62,8.64,7.93,18.59,18.25,3.63,1.2,2.49,2.84,7.13
1941.12.07,oceanic whitetip shark,8.78,8.8,4.9,13.53,4.18,91.03,5.15,9.21,2.58,6.76,4.27,13.81,8.12,8.64,9.86,1.28,3.0,7.25,3.8,4.24
1941.11.27.b,tiger shark,6.48,9.13,9.63,9.27,3.36,38.74,11.99,6.68,9.97,5.32,4.2,8.28,9.56,11.46,7.04,2.33,3.71,7.5,1.05,3.66
1941.11.27.a,tiger shark,2.29,10.88,4.36,5.33,3.29,60.81,5.39,7.36,7.41,2.96,9.86,6.77,7.65,11.34,24.6,5.44,3.94,2.71,3.67,3.68
1941.07.22,mako shark,8.9,14.65,6.3,13.88,4.02,39.31,12.41,8.86,3.45,5.88,2.13,8.86,4.76,19.39,26.3,1.57,1.99,7.14,5.08,7.58
1941.03.09,mako shark,1.0,10.15,3.08,14.6,3.97,41.42,15.44,8.92,4.08,3.87,7.01,8.25,7.77,13.85,27.3,2.02,2.61,6.19,3.38,5.7
1940.03.31,white shark,3.79,9.56,7.15,5.97,2.14,47.05,5.13,5.27,8.15,1.69,2.37,16.12,5.13,17.51,14.17,2.24,1.01,6.11,5.33,7.72
1940.03.20,wobbegong shark,6.25,5.63,5.63,8.75,4.05,60.39,6.29,8.8,5.77,5.69,8.37,17.33,4.15,7.87,25.59,1.76,3.01,4.59,3.82,3.33
1940.02.22,white shark,5.13,11.48,13.11,2.16,2.66,83.79,14.35,9.83,2.04,1.52,4.33,13.96,5.94,6.65,13.75,4.48,3.15,2.72,3.25,3.99
1940.00.00.f,white shark,6.0,11.32,10.42,8.42,1.69,38.28,11.74,4.73,7.52,6.59,3.86,6.8,4.36,15.82,20.18,1.26,3.87,9.48,5.46,5.83
1939.11.11,whaler shark,5.26,6.93,14.14,4.25,2.11,73.75,8.33,3.12,5.86,3.44,8.59,6.39,9.6,17.87,24.99,4.94,3.47,4.44,1.49,6.99
1939.10.25.R,tiger shark,8.2,11.72,2.62,13.51,3.35,73.6,8.08,5.32,7.0,3.0,8.84,8.9,4.73,18.41,7.27,4.31,3.56,9.57,3.49,6.12
1939.09.27.R,tiger shark,6.6,5.23,7.2,10.95,3.2,43.72,6.91,7.05,2.29,4.59,6.57,14.21,9.45,15.21,29.81,3.07,2.43,3.56,1.59,3.97
1939.07.16,nurse shark,9.05,11.14,2.99,4.78,3.56,52.25,8.83,6.17,6.01,6.31,7.36,16.55,7.83,7.81,19.61,1.46,3.55,9.12,1.59,2.11
1939.00.00.d,tiger shark,1.67,10.55,13.63,1.4,2.48,95.24,6.27,7.33,2.4,7.85,4.32,5.04,3.0,19.12,15.03,4.25,3.56,4.04,5.8,6.19
1939.00.00.b,tiger shark,3.99,7.18,4.36,13.52,3.08,36.71,14.46,2.43,6.43,4.11,9.05,7.42,3.62,12.67,26.44,2.69,1.69,8.88,4.87,5.18
1938.10.05,tiger shark,7.12,13.47,14.06,2.14,4.03,21.59,8.99,6.2,4.74,1.96,5.76,5.46,7.56,11.72,13.96,3.8,2.62,8.49,5.34,4.57
1938.06.17,bull shark,9.09,11.5,6.01,5.28,1.62,40.44,6.82,3.06,2.72,5.84,6.99,6.79,3.66,14.3,16.15,2.39,1.28,5.92,4.33,6.85
1938.05.15,bull shark,7.27,13.09,10.34,14.71,4.87,32.56,13.6,2.61,2.39,4.44,9.98,7.86,2.93,10.78,15.33,5.15,1.27,3.63,5.76,4.12
1938.01.21,tiger shark,2.84,8.49,3.79,7.62,4.82,94.86,14.22,2.31,9.13,1.98,6.33,16.27,2.18,7.33,16.69,2.85,1.09,2.11,1.69,7.65
1938.00.00.d,grey shark,3.09,10.47,4.22,14.81,1.89,87.12,17.85,4.06,2.79,4.75,2.59,14.97,6.49,9.26,13.68,2.54,1.05,2.01,5.15,2.85
1937.10.27.b,tiger shark,6.53,9.45,7.72,10.77,4.74,65.42,14.88,3.38,3.49,6.37,3.95,18.27,8.03,19.54,24.65,5.43,2.41,4.76,4.09,2.33
1937.10.27.a,tiger shark,3.43,7.04,11.2,8.58,2.65,75.48,8.38,7.22,8.44,1.78,3.69,13.25,4.36,16.26,29.02,4.5,3.38,8.13,5.12,6.32
1937.09.12,basking shark,6.66,13.47,10.98,4.76,1.99,99.61,10.14,4.93,5.13,3.85,7.2,16.72,6.9,17.38,15.21,3.26,2.14,9.98,4.02,3.17
1937.09.11,basking shark,7.34,6.4,9.41,6.67,2.61,52.99,15.72,3.39,9.28,4.78,5.25,5.73,6.69,17.07,12.1,5.65,1.55,4.27,1.83,5.08
1937.09.01,basking shark,6.22,8.86,11.37,1.57,3.03,45.73,17.23,3.13,5.53,4.32,2.23,16.66,4.07,18.46,28.38,3.61,3.08,3.23,3.19,7.03
1937.08.31,tiger shark,8.63,12.52,2.67,7.46,3.11,41.65,7.45,5.0,9.35,6.47,6.87,15.58,7.66,8.52,17.61,5.6,3.69,5.23,3.55,5.87
1937.06.15.b,whaler shark,7.79,11.81,7.71,9.08,5.02,93.17,5.1,6.3,5.09,2.83,3.49,9.45,6.08,10.45,25.96,1.11,1.04,5.94,5.82,4.97
1937.02.13,white shark,4.87,5.02,3.47,14.24,3.8,59.29,11.3,8.69,4.73,7.17,8.73,6.29,7.18,7.54,7.55,5.54,1.18,6.88,1.17,5.29
1937.02.03,blue nosed shark,1.25,10.48,12.91,1.01,4.65,45.02,11.75,7.92,3.55,6.16,3.78,16.3,3.65,17.91,27.68,4.68,1.75,8.14,2.53,7.58
1937.01.27,grey nurse shark,2.04,12.63,6.13,13.86,4.35,85.68,12.95,8.03,7.48,6.03,10.0,17.16,4.69,9.92,19.66,3.51,3.62,5.04,1.13,6.3
1936.12.01,white shark,4.28,8.63,12.34,10.09,3.12,98.4,7.54,7.3,3.98,3.59,3.33,12.35,6.53,6.76,26.09,3.89,1.19,7.09,3.44,4.65
1936.08.24,tiger shark,4.55,13.44,2.51,13.08,1.83,95.5,5.18,4.12,8.08,6.74,7.96,18.45,6.58,19.68,22.51,4.8,3.76,2.86,1.38,4.9
1936.08.11,shovelnose shark,3.38,14.21,12.13,5.49,2.14,23.1,16.77,5.44,2.03,7.92,7.51,16.98,9.61,14.14,13.94,1.78,2.4,4.6,5.27,4.96
1936.07.25,white shark,4.23,9.75,9.06,1.68,2.69,57.63,12.86,6.2,8.98,4.24,7.92,12.33,5.85,11.36,11.08,3.78,1.76,2.85,4.19,7.52
1936.07.12,blue shark,5.16,14.77,3.01,3.46,2.14,23.85,19.55,7.46,9.7,1.01,2.53,9.56,3.56,10.65,20.34,2.92,1.79,2.77,4.83,2.56
1936.06.26,tiger shark,3.85,7.04,4.52,14.0,2.71,85.14,17.66,6.66,3.28,5.27,9.37,10.36,6.23,15.88,5.18,5.98,3.82,5.89,1.45,5.16
1936.04.22,tiger shark,7.89,11.91,6.79,13.77,1.8,39.06,13.0,8.95,3.8,3.08,3.63,19.44,2.96,19.74,13.37,5.97,3.22,7.35,4.22,3.49
1936.02.04,white shark,9.47,13.74,10.42,6.91,5.07,87.64,13.33,5.95,8.21,5.49,8.53,8.09,3.1,15.47,10.52,4.03,3.29,5.18,1.1,4.36
1936.01.22,white shark,6.87,12.24,11.89,8.35,2.66,72.71,8.22,8.82,4.27,6.08,5.54,6.49,2.25,10.25,7.98,5.89,2.3,9.34,2.86,7.04
1935.05.19,white shark,9.53,7.97,9.16,4.99,1.98,63.13,13.07,6.49,2.28,3.08,7.14,9.46,8.64,14.83,11.59,3.76,2.28,5.49,4.24,5.67
1935.03.20,tiger shark,3.5,6.69,7.5,5.72,2.48,96.54,15.47,3.62,4.39,6.33,7.97,7.69,5.57,19.7,28.08,3.77,3.53,6.55,1.75,3.5
1935.03.13,blue nose shark,4.08,9.55,13.9,1.26,4.73,95.65,6.07,9.06,4.92,1.03,9.27,8.18,4.25,12.45,25.28,5.72,1.02,3.34,4.79,5.87
1935.03.09,white shark,5.78,7.21,8.64,4.44,2.18,82.38,16.6,8.67,5.65,4.07,5.02,18.9,7.13,8.73,9.57,5.5,1.43,4.34,2.84,6.55
1935.03.02,white shark,9.57,12.9,4.6,3.35,2.57,38.69,10.19,6.17,6.91,1.47,3.93,6.97,7.67,18.95,11.93,2.22,2.51,7.9,1.49,6.56
1935.01.24.b,tiger shark,7.4,7.29,10.43,12.87,1.81,53.87,6.11,7.6,7.97,7.53,4.06,18.28,7.04,6.82,5.43,5.3,2.18,3.51,3.55,7.05
1934.12.31.b,tiger shark,1.98,14.48,13.82,4.55,2.66,49.74,7.37,4.37,3.94,7.35,2.47,14.54,4.24,10.89,7.98,2.82,3.86,9.27,2.77,3.09
1934.08.27,white shark,2.31,11.32,13.89,12.35,1.94,90.72,8.91,3.65,4.44,4.98,8.66,8.91,7.08,9.48,21.79,4.16,2.26,7.85,2.07,2.28
1934.08.21,white shark,1.7,13.48,5.69,2.69,5.04,85.45,7.28,8.17,4.7,3.05,5.69,7.52,2.38,11.44,29.0,2.33,1.69,8.3,3.11,6.19
1934.06.21,bluenosed shark,3.21,11.03,7.21,2.77,1.78,79.48,8.39,7.12,2.14,5.62,2.03,19.94,2.71,16.55,11.07,3.96,1.91,2.51,2.48,5.39
1934.03.00,mako shark,4.0,12.81,4.89,14.66,5.06,36.79,9.85,6.02,6.26,3.71,3.26,17.86,6.98,9.47,16.5,2.04,3.86,4.8,5.67,5.77
1934.02.24,tiger shark,4.83,10.29,14.15,11.49,4.01,96.06,13.96,7.67,9.86,7.07,3.55,18.9,6.97,19.6,27.87,2.87,2.01,8.97,3.47,5.0
1933.11.20,tiger shark,7.53,6.66,14.73,14.58,2.67,95.44,16.46,6.4,3.07,6.01,5.51,5.99,6.12,11.11,13.91,5.26,3.62,8.47,5.36,6.73
1933.11.18,tiger shark,4.19,7.71,8.85,14.26,2.5,26.52,14.74,2.11,6.87,1.03,6.78,12.79,3.19,8.81,19.0,4.72,1.12,5.17,3.3,6.67
1933.08.28.b,blue shark,8.19,9.56,8.29,14.09,2.12,80.45,14.1,8.64,5.53,4.53,2.98,11.67,5.35,7.23,15.95,4.59,3.96,3.9,2.91,3.61
1933.07.07.R,tiger shark,4.06,13.33,9.22,12.24,3.88,63.86,18.84,2.46,4.74,1.92,2.91,7.6,7.22,12.69,19.1,3.71,1.74,8.49,2.29,4.33
1933.06.21,lemon shark,8.16,5.24,13.93,10.02,1.56,30.67,7.82,3.3,4.03,5.48,8.5,15.64,5.36,8.49,14.71,3.29,3.02,8.82,2.33,5.86
1933.04.10,tiger shark,4.34,8.32,12.22,5.93,3.73,23.93,14.46,3.48,6.72,3.4,7.24,7.76,9.29,10.42,28.95,5.19,3.25,5.49,1.14,3.56
1933.02.12,blue shark,5.38,8.86,6.11,14.82,2.86,51.29,19.23,6.91,6.54,1.68,8.96,15.13,9.96,14.81,25.18,5.28,2.46,8.99,3.2,4.09
1932.10.31,grey nurse shark,2.53,10.56,9.65,10.73,2.53,75.1,19.08,7.32,8.15,7.93,3.61,16.1,9.8,15.41,23.61,3.65,2.26,6.63,2.59,3.48
1932.07.02,white shark,9.51,14.52,10.06,10.9,3.27,23.13,14.41,2.3,9.87,1.02,9.69,9.89,6.9,7.8,16.3,2.8,1.94,9.06,2.2,6.77
1932.06.28,dog shark,7.09,10.0,2.54,3.98,2.45,33.99,13.24,7.25,4.6,2.11,2.38,17.64,3.71,8.8,26.8,5.21,2.1,5.16,5.3,5.03
1932.01.11,grey nurse shark,8.59,5.1,8.06,13.07,1.62,97.28,16.35,4.11,3.67,4.53,5.51,12.92,4.49,6.22,22.88,3.82,3.73,3.99,3.92,3.55
1932.00.00,raggedtooth shark,9.42,10.02,3.16,12.93,2.67,64.02,19.29,4.03,4.26,3.24,7.73,7.87,2.24,9.3,14.45,2.96,1.07,7.96,4.53,2.45
1931.09.21.a,hammerhead shark,7.23,5.35,12.2,11.05,4.44,35.79,10.62,7.85,9.46,5.0,4.99,19.07,7.04,16.03,11.74,5.39,3.74,5.63,4.04,3.44
1931.06.13,tiger shark,6.83,11.69,11.75,2.88,1.67,69.54,9.48,8.33,2.05,7.68,2.2,8.52,2.16,12.03,17.06,5.36,3.59,2.83,5.12,2.8
1931.05.02,school shark,2.67,12.54,6.75,3.24,4.52,98.99,7.98,6.99,4.26,3.37,3.26,13.92,3.08,12.05,6.25,3.02,1.27,9.8,2.07,7.03
1931.03.06,cocktail shark,2.66,11.62,13.96,2.54,3.58,20.3,11.79,7.33,5.11,4.57,6.42,17.7,8.28,15.87,27.53,2.22,1.77,4.25,2.41,3.72
1930.07.11,tiger shark,2.63,13.84,5.33,11.87,1.43,84.61,15.29,5.44,8.47,3.0,6.17,11.76,6.56,6.37,9.75,5.26,3.98,8.15,2.69,3.46
1930.02.15,white shark,4.98,5.21,14.6,11.91,2.52,33.06,13.85,6.05,9.66,1.54,2.06,7.1,3.68,6.75,22.09,2.03,2.11,3.07,2.64,4.52
1930.01.16,white shark,9.25,11.66,4.14,11.72,2.62,62.38,15.97,2.24,3.58,1.91,8.9,16.4,5.87,8.99,22.54,1.77,1.3,2.49,2.46,7.07
1929.12.26,tiger shark,5.95,12.5,13.87,11.88,3.56,78.84,18.92,3.56,3.68,3.11,6.45,11.9,5.69,12.91,6.03,3.93,2.84,3.67,4.24,7.48
1929.06.23,foot shark,3.16,9.75,14.87,14.98,4.6,80.61,6.89,7.39,6.9,4.67,5.14,11.93,5.78,15.13,6.67,2.21,1.11,6.22,2.21,3.85
1929.04.11,grey nurse shark,6.19,9.5,4.78,10.05,1.6,29.69,13.8,5.04,3.7,3.22,6.79,5.43,7.63,18.58,7.71,5.49,1.18,3.01,1.4,4.25
1929.03.04.b,dog shark,9.66,13.67,7.12,14.0,4.45,72.69,18.51,4.27,3.42,1.74,4.68,6.4,4.69,11.45,8.92,5.33,3.54,8.02,3.28,4.4
1929.03.04.a,dog shark,2.66,14.34,3.92,3.34,4.27,67.02,10.38,9.66,7.87,6.4,3.89,13.68,9.0,8.06,7.7,4.85,2.75,6.85,2.36,6.95
